_segment_id,accident_id,action,actor,event_polarity,evidence_text,object,outcome,phase
3,376,showed,material testing,NEUTRAL,Material testing showed that the fitting was manufactured from 7075-T73 aluminum alloy in accordance with the drawing specifications.,fitting material composition,fitting confirmed as 7075-T73 aluminum alloy per specifications,post-incident examination
3,376,issued,FAA,POSITIVE,"On December 12, 1975, the FAA issued AD 75-20-05 to inspect and lubricate the foreflap mechanisms, and bearings to prevent separation of the foreflaps.",AD 75-20-05,directive established for foreflap inspection and lubrication,regulatory action
3,376,performed,China Airlines,POSITIVE,"China Airlines performed the most recent AD inspection and lubrication on January 28, 2013.",AD inspection and lubrication,most recent AD compliance completed,maintenance
3,376,recommended,Boeing,POSITIVE,"Boeing recommended maintenance practices for the inboard foreflap carriage toggle assemblies and sequence carriage attach fittings include SB 747-27-2366 R2, 747-400 Maintenance Planning Data (MPD) Section 1-Item 12-050-00, MPD Section 1-Item 27-051-24, and MPD Section 2-Item 57-610-00.",maintenance practices for inboard foreflap carriage toggle assemblies and sequence carriage attach fittings,SB and MPD documents issued,maintenance guidance
1,377,experienced,Transaero Boeing 777,NEGATIVE,"had the No. 1 engine, a Pratt & Whitney PW4090, have increasing exhaust gas temperature and vibrations that was followed by an engine fire warning",increasing exhaust gas temperature and vibrations in No. 1 engine,engine fire warning activated,climb
1,377,shutdown,crew,NEUTRAL,The crew shutdown the engine,No. 1 engine,engine deactivated,climb
1,377,diverted,crew,NEUTRAL,and diverted to Sheremetyevo-Moscow,flight,aircraft landed at Sheremetyevo-Moscow instead of destination,en route
1,377,revealed,post-landing examination,NEGATIVE,"The post-landing examination of the engine revealed no fire damage, but three broken 2nd stage turbine blades",condition of the engine,"no fire damage found, but three broken 2nd stage turbine blades identified",post-landing
1,378,declared mayday,American Airlines flight 187,NEGATIVE,"American Airlines flight 187, a B777-200, N782AN, declared mayday due to emergency fuel while on approach to Beijing Capital International Airport (ZBAA) Beijing, China.",due to emergency fuel,emergency declaration issued,approach
1,378,was present,heavy thunderstorm,NEGATIVE,"As AAL187 started its approach to ZBAA, a heavy thunderstorm was present at the airport and AAL187 was unable to land.",at Beijing Capital International Airport (ZBAA),flight unable to land,approach
1,378,determined,flight crew,NEUTRAL,"The flight crew determined Tianjin Binhai International Airport (ZBTJ) as an alternate airport, which is about 150km away from ZBAA.",Tianjin Binhai International Airport (ZBTJ) as an alternate airport,alternate airport selected,en route
1,378,covered,heavy thunderstorm,NEGATIVE,"However, as the flight approached ZBTJ, it was also fully covered by a heavy thunderstorm",Tianjin Binhai International Airport (ZBTJ),airport inaccessible for landing,approach to alternate
1,378,selected,flight crew,NEUTRAL,and the crew selected Shijiazhuang Zhengding International Airport (ZBSJ) as a second alternate where they landed uneventfully.,Shijiazhuang Zhengding International Airport (ZBSJ) as a second alternate,second alternate airport chosen,en route
1,378,landed,flight crew,POSITIVE,where they landed uneventfully.,at Shijiazhuang Zhengding International Airport (ZBSJ),uneventful landing,landing
1,379,was pushed back,airplane,NEUTRAL,the airplane was pushed back from the gate,from the gate,airplane moved away from gate,ground movement
1,379,gave,ground control,NEUTRAL,ground clearance was given for the flight crew to taxi to a hold area to wait,ground clearance for the flight crew to taxi to a hold area,flight crew authorized to taxi,ground movement
1,379,impacted,airplane,NEGATIVE,the airplane's right wing impacted a light pole,a light pole,right wing struck light pole,ground movement
1,379,were deplaned,passengers,NEUTRAL,The passengers were deplaned via air stairs,via air stairs,passengers exited aircraft,post-incident
1,379,examined,maintenance personnel,NEGATIVE,An examination of the right wing by maintenance personnel revealed that the right wing spar had sustained substantial damage,the right wing,right wing spar found to have sustained substantial damage,post-incident
1,379,reported,Captain,NEGATIVE,"The Captain, who was at the controls, reported that he had not seen the light pole before impact",that he had not seen the light pole before impact,lack of visual awareness confirmed,post-incident
1,379,reported,First Officer,NEUTRAL,The First Officer reported looking up and seeing the light pole,looking up and seeing the light pole,light pole visually acquired by First Officer,ground movement
1,379,was turning,Captain,NEUTRAL,he observed that the Captain was turning away from the pole before the impact,away from the pole,airplane maneuver initiated away from obstacle,ground movement
1,379,experienced,airplane's flight controls,POSITIVE,there was no pre impact mechanical malfunction or failure with the airplane's flight controls,no pre-impact mechanical malfunction or failure,flight controls fully functional prior to impact,pre-incident
1,38,suffered,Garuda Indonesia Airlines Boeing 737,NEGATIVE,"suffered a MLG failure at Syamsudin Noor Airport, South Kalimantan, Indonesia",MLG failure,landing gear collapse,ground operation
1,38,developed,brake mounting hole,NEGATIVE,Investigation found a crack in one of the brake mounting holes propogating inwards,crack,crack propagated inwards,ground operation
1,38,fractured,inner cylinder,NEGATIVE,The crack resulted in the fracturing of the inner cylinder and collapsed the axle,inner cylinder,axle collapsed,ground operation
1,38,remained in service,landing gear assembly,NEUTRAL,"The landing gear assembly had been in service for 9 years 7 months and 8 days and had 15,218 cycles",landing gear assembly,"accumulated 15,218 cycles over 9 years 7 months and 8 days",service history
1,380,experienced,Korean Air Lines Boeing 777-300ER,NEGATIVE,"On July 2, 2013, a Korean Air Lines (KAL) Boeing 777-300ER, registration number HL8275, powered by two General Electric (GE) GE90-115B turbofan engines, experienced a No. 1 engine (left) in-flight shutdown (IFSD) while crossing the Bering Sea (60°4'16.32""N/178°40'33.60""W) en route to Seoul, South Korea.",No. 1 engine (left) in-flight shutdown (IFSD),engine shutdown during flight,en route
1,380,diverted,pilots,NEUTRAL,"The pilots diverted the airplane to Ugolny Airport (DYR), a mixed-used military and civil airport in Siberia, Russia.",airplane,diversion to Ugolny Airport (DYR),en route
1,380,made,pilots,POSITIVE,An uneventful single engine landing was made and no injuries were reported.,single engine landing,uneventful landing with no injuries,approach and landing
1,380,opened,Korean Aviation and Railway Accident Investigation Board (ARAIB),NEUTRAL,The Korean Aviation and Railway Accident Investigation Board (ARAIB) initially opened an investigation into this incident and provided the National Transportation Safety Board (NTSB) as the state of manufacturer of the engines and airplane an initial notification in accordance with International Civil Aviation Organization (ICAO) Annex 13.,investigation,initiation of incident investigation,post-accident
1,380,requested,Korean ARAIB,NEUTRAL,The Korean ARAIB subsequently requested delegation of the investigation and the NTSB accepted responsibility for investigating this incident.,delegation of the investigation,request for transfer of investigative responsibility,post-accident
1,380,accepted,NTSB,NEUTRAL,The Korean ARAIB subsequently requested delegation of the investigation and the NTSB accepted responsibility for investigating this incident.,responsibility for investigating this incident,NTSB assumed lead investigation role,post-accident
1,380,revealed,post landing examination,NEGATIVE,Post landing examination of the No. 1 engine revealed that the transfer gearbox (TGB) housing was fractured and the internal gears were damaged.,transfer gearbox (TGB) housing fracture and internal gear damage,identification of TGB damage,post-accident
2,380,was stripped,copper plating,NEUTRAL,"After the carburization process, the copper plating is stripped.",after the carburization process,entire part exposed prior to re-plating,manufacturing
2,380,was re-copper plated,entire part,POSITIVE,"The entire part is then re-copper plated prior to the hardening cycle (austenization heat treat) to prevent decarburization, a depletion of surface carbon, from occurring on all surfaces.",prior to the hardening cycle,prevented decarburization on all surfaces,manufacturing
2,380,existed,marginal copper plating,NEGATIVE,GE concluded that the near surface low hardness values measured on the radial gearshaft were attributable to decarburization due to marginal (thin or detached) copper plating existing on the gearshaft surface and an hardening atmosphere which was prone to causing decarburization.,on the gearshaft surface,led to decarburization,manufacturing
2,380,was prone,hardening atmosphere,NEGATIVE,GE concluded that the near surface low hardness values measured on the radial gearshaft were attributable to decarburization due to marginal (thin or detached) copper plating existing on the gearshaft surface and an hardening atmosphere which was prone to causing decarburization.,to causing decarburization,contributed to decarburization,manufacturing
2,380,produced,local decarburization,NEGATIVE,GE concluded that the axial crack was the initial crack and was likely the result of a combination of high residual tensile stresses produced by local decarburization coupled with the operating stresses experienced at the outer diameter surface.,high residual tensile stresses,contributed to axial crack initiation,manufacturing
2,380,were experienced,operating stresses,NEUTRAL,GE concluded that the axial crack was the initial crack and was likely the result of a combination of high residual tensile stresses produced by local decarburization coupled with the operating stresses experienced at the outer diameter surface.,at the outer diameter surface,combined with residual stresses to initiate axial crack,operation
2,380,issued,GE,POSITIVE,"GE issued four service bulletins (SBs) to remove suspected radial gearshafts from service, one SB to provide a specific crack detection inspection, and two SBs to repair and toughen the radial gearshafts.",four service bulletins,to remove suspected radial gearshafts from service,post-accident
1,381,struck,Boeing 777-200ER (Asiana Airlines flight 214),NEGATIVE,"On July 6, 2013, about 1128 Pacific daylight time, a Boeing 777-200ER, Korean registration HL7742, operating as Asiana Airlines flight 214, was on approach to runway 28L when it struck a seawall at San Francisco International Airport (SFO), San Francisco, California.",a seawall,airplane was destroyed by impact forces and a postcrash fire,approach
1,381,destroyed,impact forces and a postcrash fire,NEGATIVE,The airplane was destroyed by impact forces and a postcrash fire.,the airplane,airplane was destroyed,post-impact
1,381,were fatally injured,three passengers,NEGATIVE,Three of the 291 passengers were fatally injured;,themselves,fatal injuries,post-impact
1,381,received,"40 passengers, 8 flight attendants, and 1 flight crewmember",NEGATIVE,"40 passengers, 8 of the 12 flight attendants, and 1 of the 4 flight crewmembers received serious injuries.",serious injuries,serious injuries,post-impact
1,381,received,"248 passengers, 4 flight attendants, and 3 flight crewmembers",NEUTRAL,"The other 248 passengers, 4 flight attendants, and 3 flight crewmembers received minor injuries or were not injured.",minor injuries or no injuries,minor or no injuries,post-impact
1,381,prevailed,weather conditions,NEUTRAL,"Visual meteorological conditions (VMC) prevailed,",visual meteorological conditions (VMC),VMC present during approach,approach
1,381,filed,flight crew,NEUTRAL,and an instrument flight rules (IFR) flight plan was filed.,an instrument flight rules (IFR) flight plan,IFR flight plan in effect,pre-flight
1,382,advised,Atlanta Approach Control,NEUTRAL,Atlanta Approach Control advised the crew that radar was showing an area of rain on the arrival route,the crew,crew was informed of radar-indicated rain on arrival route,descent
1,382,did not see,flight crew,NEUTRAL,the flight crew did not see any areas of precipitation on the airborne weather radar,areas of precipitation,no visual confirmation of precipitation on airborne weather radar,descent
1,382,illuminated,captain,NEUTRAL,the seatbelt sign was illuminated,seatbelt sign,seatbelt sign activated,descent
1,382,cycled,captain,NEUTRAL,"the captain, who was the pilot monitoring, cycled the seatbelt sign",seatbelt sign,seatbelt sign toggled,descent
1,382,called,captain,NEUTRAL,called the flight attendant (FA) at the 1L door via the interphone to notify the cabin crew to be seated,flight attendant at the 1L door,notification sent to cabin crew to be seated,descent
1,382,was unable to relay,1L flight attendant,NEGATIVE,Before the 1L flight attendant was able to relay the message to all of the FAs to be seated,message to all FAs,message not fully communicated before turbulence,descent
1,382,encountered,airplane,NEGATIVE,the airplane encountered several distinct jolts of turbulence,several distinct jolts of turbulence,turbulence experienced,descent
1,382,descended,airplane,NEUTRAL,"as the airplane was descending through about 13,200 feet","through about 13,200 feet",altitude change recorded,descent
1,382,fluctuated,vertical acceleration,NEGATIVE,the vertical acceleration fluctuated between +1.56 g's and +0.024 g's over a period of about 10 seconds,between +1.56 g's and +0.024 g's,significant g-force variation over 10 seconds,descent
1,382,was lifted,4Rc FA,NEGATIVE,the 4Rc FA who was in the aisle near the 3R door was lifted into the air,into the air,FA became airborne due to turbulence,descent
1,383,experienced,Boeing 737-700 (N753SW),NEGATIVE,"had a nose gear collapse during a hard landing on runway 4 at LaGuardia Airport (LGA), Flushing, Queens, New York.",nose gear collapse,airplane was substantially damaged,landing
1,383,operated under,Southwest Airlines flight 345,NEUTRAL,The flight was operated under the provisions of 14 Code of Federal Regulations (CFR) Part 121,14 CFR Part 121,regulatory compliance framework established,pre-flight
1,383,prevailed,weather conditions,NEUTRAL,Visual meteorological conditions prevailed at the time of the accident flight,visual meteorological conditions,flight conducted in VMC,approach
1,383,provided,air traffic control,NEUTRAL,they were given radar vectors around thunderstorm activity,radar vectors around thunderstorm activity,flight path altered due to weather,arrival
1,383,instructed,air traffic control,NEUTRAL,were also instructed to enter a holding pattern at the beginning of the arrival,flight crew to enter holding pattern,flight entered holding pattern,arrival
1,383,briefed,first officer,NEUTRAL,"As the PF, the first officer briefed the approach",approach,approach briefing completed,approach
1,383,agreed,first officer and captain,NEUTRAL,he agreed with the captain when she suggested a 40º flap setting for the approach,40º flap setting for approach,flap setting decision made,approach
1,383,planned,first officer,NEUTRAL,"he referenced the weather and planned a visual approach to runway 4, with a runway 4 instrument landing system (ILS) backup",visual approach to runway 4 with ILS backup,approach strategy established,approach
1,383,reported,ATIS at LGA,NEUTRAL,The automated terminal information service (ATIS) at LGA reported clear visibility at the airport and 10- or 11-knot easterly surface wind,clear visibility and 10- or 11-knot easterly surface wind,weather information available to crew,approach
2,383,noticed,first officer,NEUTRAL,"he noticed that the PAPI indicated three white lights and one red, indicating that they were a little high on the glidepath.",PAPI indicated three white lights and one red,recognized they were a little high on the glidepath,approach
2,383,knew,first officer,NEUTRAL,He knew that he would need to make a slight correction to land in the touchdown zone.,correction needed,planned to make a slight correction to land in the touchdown zone,approach
2,383,looked,captain,NEUTRAL,The captain stated that she was looking through the heads up display (HUD) during the approach and was able to see the wind display on the HUD.,through the heads up display (HUD),was able to see the wind display on the HUD,approach
2,383,thought,captain,NEGATIVE,"When over the threshold, she thought the airplane was ""groundspeed fast,"" the pitch was too low, and that they were not getting the right sink rate to the ground.",airplane state,"believed airplane was 'groundspeed fast,' pitch too low, and sink rate insufficient",approach
2,383,believed,captain,NEGATIVE,"She said she believed that if she did not act, the airplane would have continued to float past the touchdown zone.",inaction consequence,airplane would have continued to float past the touchdown zone,approach
2,383,made,captain,NEUTRAL,"CVR data indicate that at 1744:14, she made the 100 ft callout",100 ft callout,callout recorded at 1744:14,approach
2,383,said,captain,NEGATIVE,"then said ""get down get down get down"" about 3 seconds later.","""get down get down get down""",utterance recorded about 3 seconds after 100 ft callout,approach
2,383,said,captain,NEUTRAL,"At 1744:23, the captain said ""I got it,""","""I got it""",assumed control of the airplane,approach
2,383,responded,first officer,NEUTRAL,"and the first officer responded ""okay you got it.""","""okay you got it""",acknowledged transfer of control,approach
3,383,was high and on a shallow glidepath,airplane,NEGATIVE,The airplane was high and on a shallow glidepath during final approach. The airplane crossed the runway threshold at an altitude of 60 ft radio altitude (RA),final approach,crossed runway threshold at 60 ft radio altitude,approach
3,383,were positioned,throttles,NEGATIVE,the throttles were positioned at forward idle at 46 ft RA,forward idle,reduction of thrust,landing
3,383,transferred controls,first officer,NEUTRAL,"about 27 ft above the runway, a transfer of controls from the first officer to the captain occurred",captain,control transfer completed,landing
3,383,advanced,captain,POSITIVE,"After the transfer, the throttles were advanced",throttles,thrust increased,landing
3,383,relaxed,captain,NEGATIVE,but the column deflection was relaxed to the neutral position,column deflection,column returned to neutral position,landing
3,383,pitched,airplane,NEGATIVE,resulted in the airplane pitching to a nose-down (negative) pitch attitude,nose-down attitude,negative pitch attitude established,landing
3,383,touched down,airplane,NEGATIVE,"The airplane touched down at a descent rate of 960 ft per minute, at a pitch rate of -2.8º/second and a nose-down pitch attitude",runway,"descent rate of 960 ft per minute, pitch rate of -2.8º/second, nose-down pitch attitude",landing
4,383,pitched,airplane,NEGATIVE,resulted in the airplane pitching to a nose-down (negative) pitch attitude.,to a nose-down pitch attitude,nose-down pitch attitude of -3.1º,landing
4,383,touched down,airplane,NEGATIVE,"The airplane touched down at a descent rate of 960 ft per minute, at a pitch rate of -2.8º/second and a nose-down pitch attitude of -3.1º",at a descent rate of 960 ft per minute,high descent rate at touchdown,landing
4,383,contacted,nose gear,NEGATIVE,the nose gear contacted the runway before the main gear,the runway,nose gear contacted before main gear,landing
4,383,collapsed,nose gear,NEGATIVE,resulting in the nose gear collapse.,,nose gear collapse,landing
4,383,were deployed,R1 and R2 door slides,NEUTRAL,The R1 and R2 door slides were deployed for egress,for egress,passengers and crew evacuated via these exits,post-impact
4,383,were opened,right and left overwing window exits,NEUTRAL,and the right and left overwing window exits were opened.,,exits available for evacuation,post-impact
4,383,evacuated,crew and passengers,POSITIVE,The crew and passengers evacuated the airplane using the R1 and R2 door slides and the right overwing exits.,the airplane,"successful evacuation using R1, R2, and right overwing exits",post-impact
4,383,opened,main cabin door (L1),NEUTRAL,the main cabin door (L1) opened about 6 in during the impact sequence.,about 6 in during the impact sequence,partial opening of L1 door,impact
4,383,reported,cabin crew,NEGATIVE,The cabin crew reported the left side exits were not used due to the presence of smoke on the exterior left side of the airplane that subsequently entered the cabin.,left side exits not used,left exits unused due to smoke,post-impact
5,383,stated,Southwest Airlines Aircraft Operating Manual,NEUTRAL,"Flaps 30 is the normal setting for landing, but flaps 40 landings are recommended in the following situations: • Negative [bracketed] OPC [onboard performance computer] stopping margin under Min (2) for flaps 30. • Reported braking action is less than GOOD. • Weather is at or near minimums for the approach to be flown.","flaps 30 is the normal setting for landing, but flaps 40 landings are recommended in specific situations",provided operational guidance for flap selection,approach and landing
5,383,lacked,Southwest Airlines manuals,NEUTRAL,No specific written guidance in SWA manuals indicated that a 40º -flaps landing was more challenging or required special techniques.,specific written guidance indicating that a 40º-flaps landing was more challenging or required special techniques,no explicit caution or special procedure documented for 40º-flaps landings,approach and landing
5,383,indicated,Southwest Airlines management personnel,NEUTRAL,"Discussions with Southwest Airlines management personnel indicated that 40º -flaps landings are considered to be ""normal"" and that, although the sight picture may vary slightly from a 30º -flaps landing, the difference is minimal.",40º-flaps landings are considered 'normal',established organizational perception of 40º-flaps landings as routine,approach and landing
5,383,covered,Southwest Airlines training program,POSITIVE,Both types of landings are covered during simulator flight training and also during operational experience line flying.,both 30º- and 40º-flaps landings,included both flap settings in simulator and line flying training,training
5,383,stated,first officer,NEUTRAL,"The first officer stated in his interview that when the airplane passed over the runway threshold on approach, the captain retarded the throttles and then almost immediately announced ""I got it.""",captain retarded throttles and then announced 'I got it' after passing runway threshold,described sequence of control transfer during approach,approach and landing
5,383,stated,captain,NEUTRAL,"The captain, on the other hand, stated that she first announced that she ""had the airplane,"" and, after the first officer acknowledged, she took control and retarded the throttles.","she first announced 'had the airplane,' then took control and retarded throttles after first officer acknowledgment",provided alternative account of control transfer sequence,approach and landing
1,384,crashed,United Parcel Service (UPS) flight 1354,NEGATIVE,"On August 14, 2013, about 0447 central daylight time (CDT), United Parcel Service (UPS) flight 1354, an Airbus A300-600, N155UP, crashed short of runway 18 during a localizer nonprecision approach to runway 18 at Birmingham-Shuttlesworth International Airport (BHM), Birmingham, Alabama. The captain and first officer were fatally injured, and the airplane was destroyed by impact forces and postcrash fire.",short of runway 18,captain and first officer fatally injured; airplane destroyed by impact forces and postcrash fire,approach
1,384,prevailed,weather conditions,NEUTRAL,dark night visual flight rules conditions prevailed at the airport; variable instrument meteorological conditions (IMC) with a variable ceiling were present north of the airport on the approach course at the time of the accident.,dark night visual flight rules conditions,variable instrument meteorological conditions (IMC) with a variable ceiling present north of the airport on the approach course,approach
1,384,originated,flight,NEUTRAL,"The flight originated from Louisville International Airport-Standiford Field (SDF), Louisville, Kentucky, about 0503 eastern daylight time (EDT).","Louisville International Airport-Standiford Field (SDF), Louisville, Kentucky",departure occurred,preflight
1,385,experienced,Martinair Cargo MD-11F,NEGATIVE,"experienced an uncontained engine failure during take-off at Borinquen International Airport, Aguadilla, Puerto Rico (BQN).",uncontained engine failure,disruption during take-off,takeoff
1,385,reported,flight crew,NEUTRAL,The flight crew reported hearing a loud bang and noting decreasing No. 1 engine fan speed (N1).,loud bang,awareness of anomaly,takeoff
1,385,noted,flight crew,NEGATIVE,The flight crew reported hearing a loud bang and noting decreasing No. 1 engine fan speed (N1).,decreasing No. 1 engine fan speed (N1),recognition of engine performance degradation,takeoff
1,385,activated,No. 1 engine fire warning system,NEGATIVE,The No. 1 engine fire warning activated and the captain discharged the No. 1 fire bottle.,fire warning,alert triggered,takeoff
1,385,discharged,captain,NEUTRAL,The No. 1 engine fire warning activated and the captain discharged the No. 1 fire bottle.,No. 1 fire bottle,fire suppression attempt initiated,takeoff
1,385,sustained,airplane,NEGATIVE,There was minor damage to the airplane.,minor damage,aircraft integrity compromised,takeoff
1,385,found,post-incident inspection,NEGATIVE,A post-incident airplane inspection found that the No. 1 engine low pressure turbine (LPT)-to turbine exhaust case (TEC) flange (P-flange) was open between 5 and 7 o'clock.,open P-flange between 5 and 7 o'clock,identification of structural separation,post-incident
1,385,found,inspection,NEGATIVE,"Inspection through the engine exhaust found near-platform LPT stage (S)4, S5, and S6 blade airfoil fractures and extensive LPT vane and seal damage.",LPT blade airfoil fractures and vane/seal damage,evidence of internal engine damage,post-incident
1,385,recovered,investigators,NEUTRAL,A large amount of internal turbine component debris was recovered from the runway and from the No. 1 nacelle.,internal turbine component debris,collection of failure evidence,post-incident
2,385,displayed,S5 and S6 turbine blades,NEGATIVE,All of the S5 and S6 turbine blades displayed near-platform separations and undamaged blade fracture surfaces exhibited coarse and grainy appearances.,near-platform separations,blade fracture surfaces exhibited coarse and grainy appearances,post-accident examination
2,385,were liberated,S4 vane clusters,NEGATIVE,Four S4 vane clusters and over half of the S5 and S6 vane clusters were liberated and were missing from the engine.,four S4 vane clusters,missing from the engine,in-flight failure
2,385,were liberated,S5 and S6 vane clusters,NEGATIVE,Four S4 vane clusters and over half of the S5 and S6 vane clusters were liberated and were missing from the engine.,over half of the S5 and S6 vane clusters,missing from the engine,in-flight failure
2,385,impacted,liberated hardware,NEGATIVE,"The remaining LPT gas path components and the LPT case, TEC and exhaust nozzle internal surfaces were severely battered and scored consistent with impacts from liberated hardware exiting the engine through the exhaust.","LPT gas path components, LPT case, TEC and exhaust nozzle internal surfaces",severely battered and scored surfaces,in-flight failure
2,385,consumed,corrosion/oxidation,NEGATIVE,Metallurgical examination of four exemplar S4 vane clusters found significant corrosion/oxidation consumption of vane airfoil wall thicknesses.,vane airfoil wall thicknesses of S4 vane clusters,significant material loss,pre-accident degradation
2,385,indicated,sulfur-rich particles,NEUTRAL,"Chemical analysis of the corrosion attack fronts revealed sulfur-rich particles, indicative of sulfidation as the corrosion mechanism.",sulfidation as the corrosion mechanism,confirmed corrosion mechanism,post-accident examination
2,385,confirmed,EDS and WDS spectra and elemental maps,NEUTRAL,EDS and WDS spectra and elemental maps collected at multiple locations along the attack fronts confirmed a consistent sulfur presence and the presence of chromium.,sulfur and chromium presence at attack fronts,consistent sulfur presence verified,post-accident examination
2,385,caused,corrosion-induced material loss,NEGATIVE,Inspection of the displaced S4 vane clusters found that corrosion-induced material loss resulting in loss of structural stiffness had allowed the clusters to disengage at the inner attachment.,loss of structural stiffness in S4 vane clusters,clusters disengaged at inner attachment,pre-accident degradation
1,386,suffered,Great Lakes Airlines flight 7125,NEGATIVE,"Great Lakes Airlines flight 7125, a Beechcraft 1900D, N169GL, suffered a left main landing gear collapse during landing on runway 27 at Telluride Regional Airport (TEX), Telluride, Colorado.",left main landing gear collapse,airplane sustained substantial damage,landing roll
1,386,selected,crew,NEUTRAL,"At 1231, the crew selected landing gear down and observed a problem with the left main landing gear.",landing gear down,observed a problem with the left main landing gear,descent
1,386,began,captain,NEUTRAL,"The captain began the ""Failure of Landing Gear to Extend Normally"" checklist and noted that both green left landing gear down and locked lights were not illuminated and the landing gear circuit breaker had tripped.","""Failure of Landing Gear to Extend Normally"" checklist",noted that both green left landing gear down and locked lights were not illuminated and the landing gear circuit breaker had tripped,descent
1,386,began,captain,NEUTRAL,"At 1240, the captain began the ""Landing Gear Manual Extension"" checklist and advised maintenance control via radio through Telluride operations that there was no green left gear down and locked indication, the red in transit light was illuminated, and the circuit breaker had tripped.","""Landing Gear Manual Extension"" checklist",advised maintenance control via radio through Telluride operations about landing gear indications,descent
1,386,relayed,Telluride operations,NEUTRAL,"Telluride operations relayed a message from company dispatch asking if the crew could consider diverting to Farmington, NM (FMN) for landing.",message from company dispatch,"asked if the crew could consider diverting to Farmington, NM (FMN) for landing",descent
1,386,decided,crew,NEUTRAL,"After discussing fuel burn, safety concerns, and the Airport Rescue and Fire Fighting (ARFF) capabilities at Telluride, the crew decided landing at Telluride was the best option and advised operations accordingly.",landing at Telluride was the best option,advised operations accordingly,descent
1,386,attempted,captain,NEGATIVE,"At 1247, the captain attempted to pump the landing gear down in accordance with the checklist and reported to the first officer that the landing gear extension handle would not move.",to pump the landing gear down,reported to the first officer that the landing gear extension handle would not move,descent
2,386,was equipped with,N169GL,NEUTRAL,"N169GL, manufacturer serial number UE-169, was a Beech 1900D equipped with two Pratt and Whitney PT6A-65B turbo-prop engines.",two Pratt and Whitney PT6A-65B turbo-prop engines,aircraft configuration established,pre-flight
2,386,had logged,airplane,NEUTRAL,"The company reported that the airplane had logged 35,184 hours total time on the airframe at the time of the accident.","35,184 hours total time on the airframe",operational history documented,pre-flight
2,386,indicated,recorded data and airline records,NEUTRAL,Recorded data and airline records indicated no open maintenance items with the airplane.,no open maintenance items with the airplane,maintenance status confirmed as current,pre-flight
2,386,is equipped with,airplane,NEUTRAL,The airplane is equipped with a retractable tricycle landing gear system.,a retractable tricycle landing gear system,landing gear system type defined,pre-flight
2,386,accomplish,hydraulic actuators,NEUTRAL,Extension and retraction of the nose landing gear (NLG) and the two main landing gear (MLG) is accomplished by the action of individual hydraulic actuators installed on each landing gear assembly.,extension and retraction of the nose and main landing gear,landing gear movement enabled,pre-flight
2,386,supplies,hydraulic power pack,NEUTRAL,Hydraulic pressure for the system is supplied by a hydraulic power pack located in the left wing leading edge inboard of the engine nacelle.,hydraulic pressure for the system,system pressurization achieved,pre-flight
2,386,opens automatically,system relief valve,NEUTRAL,"The hydraulic system has a nominal operating pressure of 3,000 psi and includes a system relief valve that will open automatically to prevent over pressurization and damage.",to prevent over pressurization and damage,system protected from excessive pressure,pre-flight
2,386,is located,landing gear control selector handle,NEUTRAL,The landing gear control selector handle was located on the captain's side of the cockpit on the lower right subpanel and included two positions: UP and DOWN.,on the captain's side of the cockpit on the lower right subpanel,control interface position established,pre-flight
3,386,includes a step directing,Landing With One Main Up Or Unsafe procedure,NEUTRAL,"The Landing With One Main Up Or Unsafe procedure includes a step directing the landing gear alternate extension handle should be pumped ""…until maximum resistance is felt.  Do not stow"".",landing gear alternate extension handle,should be pumped until maximum resistance is felt and not stowed,procedural guidance
3,386,prevailed,weather conditions,NEUTRAL,Day visual meteorological conditions prevailed at the time of the accident.,at Telluride Airport,day visual meteorological conditions existed,approach/landing
3,386,reported,Telluride Airport surface observation,NEUTRAL,"The Telluride Airport surface observation at 1255 MDT, the most recent observation at the time of landing, reported wind from 260 degrees at 9 knots gusting to 16 knots, visibility 10 statute miles, 6,500 feet  broken, 11,000 feet overcast, temperature 20 degrees Celsius, dew point temperature 8 degrees Celsius, and altimeter 30.43 inches mercury.",meteorological data,"wind from 260 degrees at 9 knots gusting to 16 knots, visibility 10 statute miles, 6,500 feet broken, 11,000 feet overcast, temperature 20°C, dew point 8°C, altimeter 30.43 inHg",approach/landing
3,386,was removed and downloaded,cockpit voice recorder (CVR),NEUTRAL,"The cockpit voice recorder (CVR), an L-3/Fairchild model FA2100-1020, serial number 000694648, was removed from the airplane and downloaded at the NTSB Vehicle Recorder Laboratory.",from the airplane,"contained 2 hours, 4 minutes of recording on 4 audio channels",post-accident investigation
3,386,were characterized,CVR audio channels,NEUTRAL,"The audio quality of the channels containing information from the captain's and first officer's audio panels, and public address system were each characterized as excellent, and the audio quality of the channel containing information from the cockpit area microphone was characterized as fair.",by audio quality,"captain's, first officer's, and public address channels excellent; cockpit area microphone fair",post-accident investigation
3,386,included,CVR recording,NEUTRAL,The recording included events from the entire flight beginning with ground operations prior to departure from DEN.,events from the entire flight,began with ground operations prior to departure from DEN,entire flight
4,386,indicated,components,NEGATIVE,nents indicated some measurements were outside of manufacturer drawing specifications.,measurements outside of manufacturer drawing specifications,measurements exceeded tolerances,post-accident investigation
4,386,exceeded,actuator lock spring,NEGATIVE,"The actuator lock spring length, the slide length, the piston length, the outside diameter of the piston, and the inside diameter of the end cap and cup were found to exceed drawing requirement tolerances.",drawing requirement tolerances,non-conformance with specifications,post-accident investigation
